Configuration,Heuristic,Solved,Solution Depth,Nodes Expanded,Max Fringe Size,Branching Factor
"[1, 2, 3, 4, 5, 0, 6, 7, 9, 10, 11, 8, 13, 14, 15, 12]",h4      ,Solved ,             4,             5,              12,            1.71
"[1, 2, 3, 4, 5, 0, 6, 7, 9, 10, 11, 8, 13, 14, 15, 12]",h5      ,Solved ,             4,             5,              12,            1.71
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0]",h1      ,Unsolved,            -1,             1,               1,           ERROR
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0]",h2      ,Unsolved,            -1,             1,               1,           ERROR
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0]",h3      ,Unsolved,            -1,             1,               1,           ERROR
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0]",h4      ,Unsolved,            -1,             1,               1,           ERROR
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0]",h5      ,Unsolved,            -1,             1,               1,           ERROR
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 12, 13, 14, 11, 15]",h1      ,Solved ,             2,             3,               7,             3.0
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 12, 13, 14, 11, 15]",h2      ,Solved ,             2,             3,               7,             3.0
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 12, 13, 14, 11, 15]",h3      ,Solved ,             2,             3,               7,             3.0
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 12, 13, 14, 11, 15]",h4      ,Solved ,             2,             3,               7,             3.0
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 12, 13, 14, 11, 15]",h5      ,Solved ,             2,             3,               7,             3.0
"[1, 2, 3, 4, 5, 0, 7, 8, 9, 6, 10, 12, 13, 14, 11, 15]",h1      ,Solved ,             4,             5,              13,            1.71
"[1, 2, 3, 4, 5, 0, 7, 8, 9, 6, 10, 12, 13, 14, 11, 15]",h2      ,Solved ,             4,             5,              13,            1.71
"[1, 2, 3, 4, 5, 0, 7, 8, 9, 6, 10, 12, 13, 14, 11, 15]",h3      ,Solved ,             4,             5,              13,            1.71
"[1, 2, 3, 4, 5, 0, 7, 8, 9, 6, 10, 12, 13, 14, 11, 15]",h4      ,Solved ,             4,             5,              13,            1.71
"[1, 2, 3, 4, 5, 0, 7, 8, 9, 6, 10, 12, 13, 14, 11, 15]",h5      ,Solved ,             4,             5,              13,            1.71
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 11, 13, 14, 15, 12]",h1      ,Solved ,             2,             3,               7,             3.0
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 11, 13, 14, 15, 12]",h2      ,Solved ,             2,             3,               7,             3.0
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 11, 13, 14, 15, 12]",h3      ,Solved ,             2,             3,               7,             3.0
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 11, 13, 14, 15, 12]",h4      ,Solved ,             2,             3,               7,             3.0
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 11, 13, 14, 15, 12]",h5      ,Solved ,             2,             3,               7,             3.0
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 12, 13, 14, 11, 15]",h1      ,Solved ,             2,             3,               7,             3.0
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 12, 13, 14, 11, 15]",h2      ,Solved ,             2,             3,               7,             3.0
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 12, 13, 14, 11, 15]",h3      ,Solved ,             2,             3,               7,             3.0
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 12, 13, 14, 11, 15]",h4      ,Solved ,             2,             3,               7,             3.0
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 12, 13, 14, 11, 15]",h5      ,Solved ,             2,             3,               7,             3.0
"[1, 2, 3, 4, 5, 6, 11, 7, 9, 10, 0, 8, 13, 14, 15, 12]",h1      ,Solved ,             4,             5,              12,            1.71
"[1, 2, 3, 4, 5, 6, 11, 7, 9, 10, 0, 8, 13, 14, 15, 12]",h2      ,Solved ,             4,             5,              12,            1.71
"[1, 2, 3, 4, 5, 6, 11, 7, 9, 10, 0, 8, 13, 14, 15, 12]",h3      ,Solved ,             4,             5,              12,            1.71
"[1, 2, 3, 4, 5, 6, 11, 7, 9, 10, 0, 8, 13, 14, 15, 12]",h4      ,Solved ,             4,             5,              12,            1.71
"[1, 2, 3, 4, 5, 6, 11, 7, 9, 10, 0, 8, 13, 14, 15, 12]",h5      ,Solved ,             4,             5,              12,            1.71
"[0, 1, 3, 4, 5, 2, 6, 7, 9, 10, 15, 8, 13, 14, 12, 11]",h1      ,Solved ,            10,            22,              47,            1.41
"[0, 1, 3, 4, 5, 2, 6, 7, 9, 10, 15, 8, 13, 14, 12, 11]",h2      ,Solved ,            10,            11,              23,           1.305
"[0, 1, 3, 4, 5, 2, 6, 7, 9, 10, 15, 8, 13, 14, 12, 11]",h3      ,Solved ,            10,            11,              23,           1.305
"[0, 1, 3, 4, 5, 2, 6, 7, 9, 10, 15, 8, 13, 14, 12, 11]",h4      ,Solved ,            10,            11,              23,           1.305
"[0, 1, 3, 4, 5, 2, 6, 7, 9, 10, 15, 8, 13, 14, 12, 11]",h5      ,Solved ,            10,            11,              23,           1.305
"[1, 6, 2, 3, 5, 0, 8, 4, 9, 10, 7, 12, 13, 14, 11, 15]",h1      ,Solved ,             8,             9,              20,           1.369
"[1, 6, 2, 3, 5, 0, 8, 4, 9, 10, 7, 12, 13, 14, 11, 15]",h2      ,Solved ,             8,             9,              20,           1.369
"[1, 6, 2, 3, 5, 0, 8, 4, 9, 10, 7, 12, 13, 14, 11, 15]",h3      ,Solved ,             8,             9,              20,           1.369
"[1, 6, 2, 3, 5, 0, 8, 4, 9, 10, 7, 12, 13, 14, 11, 15]",h4      ,Solved ,             8,             9,              20,           1.369
"[1, 6, 2, 3, 5, 0, 8, 4, 9, 10, 7, 12, 13, 14, 11, 15]",h5      ,Solved ,             8,             9,              20,           1.369
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 15, 11, 13, 0, 14, 12]",h1      ,Solved ,             4,             5,              11,            1.71
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 15, 11, 13, 0, 14, 12]",h2      ,Solved ,             4,             5,              11,            1.71
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 15, 11, 13, 0, 14, 12]",h3      ,Solved ,             4,             5,              11,            1.71
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 15, 11, 13, 0, 14, 12]",h4      ,Solved ,             4,             5,              11,            1.71
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 15, 11, 13, 0, 14, 12]",h5      ,Solved ,             4,             5,              11,            1.71
"[0, 2, 3, 4, 1, 6, 11, 7, 5, 9, 10, 8, 13, 14, 15, 12]",h1      ,Solved ,             8,             9,              20,           1.369
"[0, 2, 3, 4, 1, 6, 11, 7, 5, 9, 10, 8, 13, 14, 15, 12]",h2      ,Solved ,             8,             9,              20,           1.369
"[0, 2, 3, 4, 1, 6, 11, 7, 5, 9, 10, 8, 13, 14, 15, 12]",h3      ,Solved ,             8,             9,              20,           1.369
"[0, 2, 3, 4, 1, 6, 11, 7, 5, 9, 10, 8, 13, 14, 15, 12]",h4      ,Solved ,             8,             9,              20,           1.369
"[0, 2, 3, 4, 1, 6, 11, 7, 5, 9, 10, 8, 13, 14, 15, 12]",h5      ,Solved ,             8,             9,              20,           1.369
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 15, 11, 13, 14, 12, 0]",h1      ,Solved ,             4,             6,              12,           1.817
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 15, 11, 13, 14, 12, 0]",h2      ,Solved ,             4,             5,              10,            1.71
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 15, 11, 13, 14, 12, 0]",h3      ,Solved ,             4,             5,              10,            1.71
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 15, 11, 13, 14, 12, 0]",h4      ,Solved ,             4,             5,              10,            1.71
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 15, 11, 13, 14, 12, 0]",h5      ,Solved ,             4,             5,              10,            1.71
"[1, 2, 3, 4, 5, 6, 7, 8, 10, 13, 11, 12, 9, 0, 14, 15]",h1      ,Solved ,             6,            10,              18,           1.585
"[1, 2, 3, 4, 5, 6, 7, 8, 10, 13, 11, 12, 9, 0, 14, 15]",h2      ,Solved ,             6,             9,              17,           1.552
"[1, 2, 3, 4, 5, 6, 7, 8, 10, 13, 11, 12, 9, 0, 14, 15]",h3      ,Solved ,             6,             9,              17,           1.552
"[1, 2, 3, 4, 5, 6, 7, 8, 10, 13, 11, 12, 9, 0, 14, 15]",h4      ,Solved ,             6,             9,              17,           1.552
"[1, 2, 3, 4, 5, 6, 7, 8, 10, 13, 11, 12, 9, 0, 14, 15]",h5      ,Solved ,             6,             7,              14,           1.476
"[1, 2, 0, 3, 5, 6, 7, 4, 9, 10, 12, 8, 13, 14, 11, 15]",h1      ,Solved ,             6,             7,              14,           1.476
"[1, 2, 0, 3, 5, 6, 7, 4, 9, 10, 12, 8, 13, 14, 11, 15]",h2      ,Solved ,             6,             7,              14,           1.476
"[1, 2, 0, 3, 5, 6, 7, 4, 9, 10, 12, 8, 13, 14, 11, 15]",h3      ,Solved ,             6,             7,              14,           1.476
"[1, 2, 0, 3, 5, 6, 7, 4, 9, 10, 12, 8, 13, 14, 11, 15]",h4      ,Solved ,             6,             7,              14,           1.476
"[1, 2, 0, 3, 5, 6, 7, 4, 9, 10, 12, 8, 13, 14, 11, 15]",h5      ,Solved ,             6,             7,              14,           1.476
"[1, 2, 3, 4, 5, 6, 7, 0, 9, 10, 11, 8, 13, 14, 15, 12]",h1      ,Solved ,             2,             3,               6,             3.0
"[1, 2, 3, 4, 5, 6, 7, 0, 9, 10, 11, 8, 13, 14, 15, 12]",h2      ,Solved ,             2,             3,               6,             3.0
"[1, 2, 3, 4, 5, 6, 7, 0, 9, 10, 11, 8, 13, 14, 15, 12]",h3      ,Solved ,             2,             3,               6,             3.0
"[1, 2, 3, 4, 5, 6, 7, 0, 9, 10, 11, 8, 13, 14, 15, 12]",h4      ,Solved ,             2,             3,               6,             3.0
"[1, 2, 3, 4, 5, 6, 7, 0, 9, 10, 11, 8, 13, 14, 15, 12]",h5      ,Solved ,             2,             3,               6,             3.0
"[1, 2, 3, 4, 5, 6, 7, 8, 0, 10, 11, 12, 9, 13, 14, 15]",h1      ,Solved ,             4,             5,               9,            1.71
"[1, 2, 3, 4, 5, 6, 7, 8, 0, 10, 11, 12, 9, 13, 14, 15]",h2      ,Solved ,             4,             5,               9,            1.71
"[1, 2, 3, 4, 5, 6, 7, 8, 0, 10, 11, 12, 9, 13, 14, 15]",h3      ,Solved ,             4,             5,               9,            1.71
"[1, 2, 3, 4, 5, 6, 7, 8, 0, 10, 11, 12, 9, 13, 14, 15]",h4      ,Solved ,             4,             5,               9,            1.71
"[1, 2, 3, 4, 5, 6, 7, 8, 0, 10, 11, 12, 9, 13, 14, 15]",h5      ,Solved ,             4,             5,               9,            1.71
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 12, 13, 14, 11, 15]",h1      ,Solved ,             2,             3,               7,             3.0
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 12, 13, 14, 11, 15]",h2      ,Solved ,             2,             3,               7,             3.0
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 12, 13, 14, 11, 15]",h3      ,Solved ,             2,             3,               7,             3.0
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 12, 13, 14, 11, 15]",h4      ,Solved ,             2,             3,               7,             3.0
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 12, 13, 14, 11, 15]",h5      ,Solved ,             2,             3,               7,             3.0
"[1, 3, 0, 4, 5, 2, 6, 8, 9, 11, 7, 12, 13, 10, 14, 15]",h1      ,Solved ,             8,             9,              22,           1.369
"[1, 3, 0, 4, 5, 2, 6, 8, 9, 11, 7, 12, 13, 10, 14, 15]",h2      ,Solved ,             8,             9,              22,           1.369
"[1, 3, 0, 4, 5, 2, 6, 8, 9, 11, 7, 12, 13, 10, 14, 15]",h3      ,Solved ,             8,             9,              22,           1.369
"[1, 3, 0, 4, 5, 2, 6, 8, 9, 11, 7, 12, 13, 10, 14, 15]",h4      ,Solved ,             8,             9,              22,           1.369
"[1, 3, 0, 4, 5, 2, 6, 8, 9, 11, 7, 12, 13, 10, 14, 15]",h5      ,Solved ,             8,             9,              22,           1.369
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 11, 13, 14, 15, 12]",h1      ,Solved ,             2,             3,               7,             3.0
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 11, 13, 14, 15, 12]",h2      ,Solved ,             2,             3,               7,             3.0
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 11, 13, 14, 15, 12]",h3      ,Solved ,             2,             3,               7,             3.0
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 11, 13, 14, 15, 12]",h4      ,Solved ,             2,             3,               7,             3.0
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 11, 13, 14, 15, 12]",h5      ,Solved ,             2,             3,               7,             3.0
"[1, 2, 3, 4, 5, 7, 8, 0, 9, 6, 11, 12, 13, 10, 14, 15]",h1      ,Solved ,             6,             7,              17,           1.476
"[1, 2, 3, 4, 5, 7, 8, 0, 9, 6, 11, 12, 13, 10, 14, 15]",h2      ,Solved ,             6,             7,              17,           1.476
"[1, 2, 3, 4, 5, 7, 8, 0, 9, 6, 11, 12, 13, 10, 14, 15]",h3      ,Solved ,             6,             7,              17,           1.476
"[1, 2, 3, 4, 5, 7, 8, 0, 9, 6, 11, 12, 13, 10, 14, 15]",h4      ,Solved ,             6,             7,              17,           1.476
"[1, 2, 3, 4, 5, 7, 8, 0, 9, 6, 11, 12, 13, 10, 14, 15]",h5      ,Solved ,             6,             7,              17,           1.476
"[1, 2, 0, 4, 5, 6, 3, 7, 9, 10, 11, 8, 13, 14, 15, 12]",h1      ,Solved ,             4,             5,              11,            1.71
"[1, 2, 0, 4, 5, 6, 3, 7, 9, 10, 11, 8, 13, 14, 15, 12]",h2      ,Solved ,             4,             5,              11,            1.71
"[1, 2, 0, 4, 5, 6, 3, 7, 9, 10, 11, 8, 13, 14, 15, 12]",h3      ,Solved ,             4,             5,              11,            1.71
"[1, 2, 0, 4, 5, 6, 3, 7, 9, 10, 11, 8, 13, 14, 15, 12]",h4      ,Solved ,             4,             5,              11,            1.71
"[1, 2, 0, 4, 5, 6, 3, 7, 9, 10, 11, 8, 13, 14, 15, 12]",h5      ,Solved ,             4,             5,              11,            1.71
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 15, 11, 13, 0, 14, 12]",h1      ,Solved ,             4,             5,              11,            1.71
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 15, 11, 13, 0, 14, 12]",h2      ,Solved ,             4,             5,              11,            1.71
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 15, 11, 13, 0, 14, 12]",h3      ,Solved ,             4,             5,              11,            1.71
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 15, 11, 13, 0, 14, 12]",h4      ,Solved ,             4,             5,              11,            1.71
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 15, 11, 13, 0, 14, 12]",h5      ,Solved ,             4,             5,              11,            1.71
"[1, 2, 3, 4, 5, 6, 7, 8, 0, 9, 10, 12, 13, 14, 11, 15]",h1      ,Solved ,             4,             5,              12,            1.71
"[1, 2, 3, 4, 5, 6, 7, 8, 0, 9, 10, 12, 13, 14, 11, 15]",h2      ,Solved ,             4,             5,              12,            1.71
"[1, 2, 3, 4, 5, 6, 7, 8, 0, 9, 10, 12, 13, 14, 11, 15]",h3      ,Solved ,             4,             5,              12,            1.71
"[1, 2, 3, 4, 5, 6, 7, 8, 0, 9, 10, 12, 13, 14, 11, 15]",h4      ,Solved ,             4,             5,              12,            1.71
"[1, 2, 3, 4, 5, 6, 7, 8, 0, 9, 10, 12, 13, 14, 11, 15]",h5      ,Solved ,             4,             5,              12,            1.71
"[1, 3, 4, 8, 5, 2, 6, 0, 9, 10, 7, 12, 13, 14, 11, 15]",h1      ,Solved ,             8,             9,              20,           1.369
"[1, 3, 4, 8, 5, 2, 6, 0, 9, 10, 7, 12, 13, 14, 11, 15]",h2      ,Solved ,             8,             9,              20,           1.369
"[1, 3, 4, 8, 5, 2, 6, 0, 9, 10, 7, 12, 13, 14, 11, 15]",h3      ,Solved ,             8,             9,              20,           1.369
"[1, 3, 4, 8, 5, 2, 6, 0, 9, 10, 7, 12, 13, 14, 11, 15]",h4      ,Solved ,             8,             9,              20,           1.369
"[1, 3, 4, 8, 5, 2, 6, 0, 9, 10, 7, 12, 13, 14, 11, 15]",h5      ,Solved ,             8,             9,              20,           1.369
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 12, 13, 14, 11, 15]",h1      ,Solved ,             2,             3,               7,             3.0
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 12, 13, 14, 11, 15]",h2      ,Solved ,             2,             3,               7,             3.0
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 12, 13, 14, 11, 15]",h3      ,Solved ,             2,             3,               7,             3.0
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 12, 13, 14, 11, 15]",h4      ,Solved ,             2,             3,               7,             3.0
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 12, 13, 14, 11, 15]",h5      ,Solved ,             2,             3,               7,             3.0
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0]",h1      ,Unsolved,            -1,             1,               1,           ERROR
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0]",h2      ,Unsolved,            -1,             1,               1,           ERROR
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0]",h3      ,Unsolved,            -1,             1,               1,           ERROR
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0]",h4      ,Unsolved,            -1,             1,               1,           ERROR
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0]",h5      ,Unsolved,            -1,             1,               1,           ERROR
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 15, 11, 13, 14, 12, 0]",h1      ,Solved ,             4,             6,              12,           1.817
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 15, 11, 13, 14, 12, 0]",h2      ,Solved ,             4,             5,              10,            1.71
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 15, 11, 13, 14, 12, 0]",h3      ,Solved ,             4,             5,              10,            1.71
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 15, 11, 13, 14, 12, 0]",h4      ,Solved ,             4,             5,              10,            1.71
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 15, 11, 13, 14, 12, 0]",h5      ,Solved ,             4,             5,              10,            1.71
"[1, 2, 0, 3, 5, 6, 7, 4, 9, 10, 11, 8, 13, 14, 15, 12]",h1      ,Solved ,             4,             5,               9,            1.71
"[1, 2, 0, 3, 5, 6, 7, 4, 9, 10, 11, 8, 13, 14, 15, 12]",h2      ,Solved ,             4,             5,               9,            1.71
"[1, 2, 0, 3, 5, 6, 7, 4, 9, 10, 11, 8, 13, 14, 15, 12]",h3      ,Solved ,             4,             5,               9,            1.71
